content,score,label,length,tokens,adjectives,verbs,actionable,feedback_type
"Every AI that serves used to couse war like this thit, should be ignored in mass.",1,negative,81,"['every', 'ai', 'serves', 'used', 'couse', 'war', 'like', 'thit', 'ignored', 'mass']",[],"['serves', 'used', 'couse', 'ignored']",False,[]
honestly the app sucks now since the last update. the Ai seems a bit tarded cant even produce a simple picture.,1,negative,111,"['honestly', 'app', 'sucks', 'since', 'last', 'update', 'ai', 'seems', 'bit', 'tarded', 'cant', 'even', 'produce', 'simple', 'picture']","['last', 'simple']","['sucks', 'seems', 'tarded', 'produce']",True,['request']
"ChatGPT always uses an overly informal tone by addressing users as “tum,” which feels disrespectful and inappropriate. This kind of language can be uncomfortable and mentally upsetting for many users. The app should use polite and respectful communication. I would not recommend using this app until its communication style is improved.",1,negative,336,"['chatgpt', 'always', 'uses', 'overly', 'informal', 'tone', 'addressing', 'users', 'tum', 'feels', 'disrespectful', 'inappropriate', 'kind', 'language', 'uncomfortable', 'mentally', 'upsetting', 'many', 'users', 'app', 'use', 'polite', 'respectful', 'communication', 'would', 'recommend', 'using', 'app', 'communication', 'style', 'improved']","['informal', 'disrespectful', 'inappropriate', 'uncomfortable', 'upsetting', 'many', 'polite', 'respectful']","['uses', 'addressing', 'feels', 'use', 'recommend', 'using', 'improved']",False,[]
it's so friendly 😄 and tells everything,1,negative,39,"['friendly', 'tells', 'everything']",['friendly'],['tells'],False,[]
"uses way too much water, not good for the environment at all. please use as little as possible",2,negative,94,"['uses', 'way', 'much', 'water', 'good', 'environment', 'please', 'use', 'little', 'possible']","['much', 'good', 'little', 'possible']","['uses', 'use']",True,[]
I hate how evertyime I use it only for 5 minutes and it says my limit will reset later .... please fix it,1,negative,105,"['hate', 'evertyime', 'use', 'minutes', 'says', 'limit', 'reset', 'later', 'please', 'fix']",[],"['hate', 'use', 'says', 'reset', 'fix']",True,['bug']
this App is definitely helpful but holds an agenda against certain topics. after using for quite a long time I decided to delete it as it basically denied certain research harmful to human health.,1,negative,196,"['app', 'definitely', 'helpful', 'holds', 'agenda', 'certain', 'topics', 'using', 'quite', 'long', 'time', 'decided', 'delete', 'basically', 'denied', 'certain', 'research', 'harmful', 'human', 'health']","['helpful', 'certain', 'long', 'certain', 'harmful', 'human']","['holds', 'using', 'decided', 'delete', 'denied']",False,[]
chat GPT is amazing 😻,2,negative,21,"['chat', 'gpt', 'amazing']",['amazing'],[],False,[]
this is a useful app this is better for education,2,negative,49,"['useful', 'app', 'better', 'education']","['useful', 'better']",[],False,[]
its show old data most of time it show past and wrong data,1,negative,58,"['show', 'old', 'data', 'time', 'show', 'past', 'wrong', 'data']","['old', 'most', 'past', 'wrong']",['show'],False,['error']
"Grace Msowoya, I love this app it makes me feel like homework",1,negative,61,"['grace', 'msowoya', 'love', 'app', 'makes', 'feel', 'like', 'homework']",[],"['love', 'makes', 'feel']",False,[]
"I cannot login to thr app on my androis. i have subscribe for months, but no clear solution on this.",1,negative,100,"['cannot', 'login', 'thr', 'app', 'androis', 'subscribe', 'months', 'clear', 'solution']",['clear'],"['login', 'subscribe']",False,[]
100% strike rate for wonrg information in every first time response for every kind information ans suggestion. we want to use for time saving but it is killing our important time. so don't install this application you can use other any app. thank you users in advance for giving re-rating this app in advance. because we use AI apps for saving our time. not to kill out important time. hope chathpt team work on bugs and error response app system otherwise many more will delet this app.,1,negative,487,"['strike', 'rate', 'wonrg', 'information', 'every', 'first', 'time', 'response', 'every', 'kind', 'information', 'ans', 'suggestion', 'want', 'use', 'time', 'saving', 'killing', 'important', 'time', 'install', 'application', 'use', 'app', 'thank', 'users', 'advance', 'giving', 'rating', 'app', 'advance', 'use', 'ai', 'apps', 'saving', 'time', 'kill', 'important', 'time', 'hope', 'chathpt', 'team', 'work', 'bugs', 'error', 'response', 'app', 'system', 'otherwise', 'many', 'delet', 'app']","['first', 'important', 'other', 'important', 'many', 'more']","['want', 'use', 'killing', 'install', 'use', 'thank', 'giving', 'rating', 'use', 'saving', 'kill', 'work', 'delet']",False,"['request', 'bug']"
"Don't use this, it's a scam, it's just a lie recorded in its system, it's making you stupid, so if I were you, I wouldn't use it anymore🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️☠️👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎",1,negative,234,"['use', 'scam', 'lie', 'recorded', 'system', 'making', 'stupid', 'use', 'anymore']","['stupid', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '🤬', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️', '️']","['use', 'recorded', 'making', 'use', '🤬']",False,[]
"Official Feedback: Regression in Creative Writing & Persona Continuity (v1.2026.083) Subject: Severe Degradation of Creative Immersion and Memory Reliability I am writing to express my deep frustration with the current state of the platform. As a Plus subscriber and a verified adult user, I have observed a significant backward slide in the model’s ability to maintain complex personas and narrative continuity. We want a partner in our storytelling, not a managed, clinical assistant.",2,negative,486,"['official', 'feedback', 'regression', 'creative', 'writing', 'persona', 'continuity', 'subject', 'severe', 'degradation', 'creative', 'immersion', 'memory', 'reliability', 'writing', 'express', 'deep', 'frustration', 'current', 'state', 'platform', 'plus', 'subscriber', 'verified', 'adult', 'user', 'observed', 'significant', 'backward', 'slide', 'model', 'ability', 'maintain', 'complex', 'personas', 'narrative', 'continuity', 'want', 'partner', 'storytelling', 'managed', 'clinical', 'assistant']","['Official', 'Severe', 'deep', 'current', 'Plus', 'significant', 'backward', 'complex', 'clinical']","['writing', 'express', 'verified', 'observed', 'maintain', 'want', 'managed']",False,['request']
"worst it has no logical thinking power. I asked a question to microsoft capilot and to chat gpt. capilot was able to think and follow while chat gpt didn't. worst experience ever.👎 who ever is using chat gpt and saying that it's good, I recommend them to also try using Microsoft capilot.",1,negative,288,"['worst', 'logical', 'thinking', 'power', 'asked', 'question', 'microsoft', 'capilot', 'chat', 'gpt', 'capilot', 'able', 'think', 'follow', 'chat', 'gpt', 'worst', 'experience', 'ever', 'ever', 'using', 'chat', 'gpt', 'saying', 'good', 'recommend', 'also', 'try', 'using', 'microsoft', 'capilot']","['worst', 'logical', 'able', 'worst', 'good']","['has', 'asked', 'think', 'follow', 'did', 'experience', 'using', 'saying', 'recommend', 'try', 'using']",False,[]
Worst AI tool against humanity,1,negative,30,"['worst', 'ai', 'tool', 'humanity']",['Worst'],[],False,[]
data not secure this is harmfull,1,negative,32,"['data', 'secure', 'harmfull']",['harmfull'],['secure'],False,[]
"AI is just spoiling us to eat, delete AI/GPT",1,negative,44,"['ai', 'spoiling', 'us', 'eat', 'delete', 'ai', 'gpt']",['delete'],"['spoiling', 'eat']",False,[]
i love this app. However it is very hard to unsubcribe,1,negative,54,"['love', 'app', 'however', 'hard', 'unsubcribe']",['hard'],"['love', 'unsubcribe']",False,[]
fkn useless app. I paid £18.99 for premium and it doesn't do fk all. don't waste your time and money on this 👎,1,negative,110,"['fkn', 'useless', 'app', 'paid', 'premium', 'fk', 'waste', 'time', 'money']",['useless'],"['paid', 'do', 'waste']",False,[]
This app blocks GrapheneOS for no discernible reason.,1,negative,53,"['app', 'blocks', 'grapheneos', 'discernible', 'reason']",['discernible'],['blocks'],False,[]
"Hi devs, i have an issue and idk where to contact since gpt don't have an email. there's an endless waiting or loading when i press login, my phone is Poco X6 Pro to be specific. I change the star to 1 so it can be noticeable. I'll change the star back to 5 once the issue is fixed, thanks devs.",1,negative,295,"['hi', 'devs', 'issue', 'idk', 'contact', 'since', 'gpt', 'email', 'endless', 'waiting', 'loading', 'press', 'login', 'phone', 'poco', 'pro', 'specific', 'change', 'star', 'noticeable', 'change', 'star', 'back', 'issue', 'fixed', 'thanks', 'devs']","['endless', 'specific', 'noticeable']","['have', 'contact', 'have', ""'s"", 'loading', 'press', 'change', 'change', 'fixed']",False,[]
"CHATGPT, in my personal opinion, is a total embarrassment of OpenAI. An ecosystem ruining, frustrating, good for nothing AI that messes up CONSTANTLY and acts like a whiny little dog that constantly rubs up on you. Like seriously, all I want is a clear, solid answer and I get 4 paragraphs about how right I am and how clever my idea was. I DOONT CARREE. I feel like CHATGPT has only gotten worse as time passed. crine",1,negative,418,"['chatgpt', 'personal', 'opinion', 'total', 'embarrassment', 'openai', 'ecosystem', 'ruining', 'frustrating', 'good', 'nothing', 'ai', 'messes', 'constantly', 'acts', 'like', 'whiny', 'little', 'dog', 'constantly', 'rubs', 'like', 'seriously', 'want', 'clear', 'solid', 'answer', 'get', 'paragraphs', 'right', 'clever', 'idea', 'doont', 'carree', 'feel', 'like', 'chatgpt', 'gotten', 'worse', 'time', 'passed', 'crine']","['personal', 'total', 'frustrating', 'good', 'whiny', 'little', 'clear', 'solid', 'right', 'clever', 'worse']","['messes', 'acts', 'rubs', 'want', 'get', 'feel', 'gotten', 'passed']",False,"['request', 'ux']"
Conversation cut from middle and now I cant see the latest conversations in a chat ! I am paying plus version but this is unacceptable,2,negative,134,"['conversation', 'cut', 'middle', 'cant', 'see', 'latest', 'conversations', 'chat', 'paying', 'plus', 'version', 'unacceptable']","['middle', 'latest', 'unacceptable']","['cut', 'see', 'paying']",False,[]
it can't upgrade or update it always gives me a limit,1,negative,53,"['upgrade', 'update', 'always', 'gives', 'limit']",[],"['upgrade', 'update', 'gives']",True,"['request', 'pricing']"
"TERRIBLE I learned something really cool but then I ask chat gpt then, IT SAYS IT IS NOT REAL. LIKE,WHY? TJIS IS WHY YOU SHOULD,NT GET IT.",1,negative,138,"['terrible', 'learned', 'something', 'really', 'cool', 'ask', 'chat', 'gpt', 'says', 'real', 'like', 'tjis', 'nt', 'get']","['cool', 'REAL']","['learned', 'ask', 'SAYS', 'GET']",False,[]
Chatgpt is the most terrible ive ever downloaded. It especially should not be used by children. It has tons of misinformation and its the worst thing for the environment. Literally just research people. Is it that hard? Or would you rather sacrifice our planet?,1,negative,261,"['chatgpt', 'terrible', 'ive', 'ever', 'downloaded', 'especially', 'used', 'children', 'tons', 'misinformation', 'worst', 'thing', 'environment', 'literally', 'research', 'people', 'hard', 'would', 'rather', 'sacrifice', 'planet']","['terrible', 'worst']","['downloaded', 'used', 'has', 'sacrifice']",False,[]
"Just wasted 2 hours and got kicked out of the chat twice. Trying to create a simple tattoo stencil, this app is trash if it cannot create black lines on a piece of paper in less than sixty minutes, it is not good for anything!",1,negative,226,"['wasted', 'hours', 'got', 'kicked', 'chat', 'twice', 'trying', 'create', 'simple', 'tattoo', 'stencil', 'app', 'trash', 'cannot', 'create', 'black', 'lines', 'piece', 'paper', 'less', 'sixty', 'minutes', 'good', 'anything']","['simple', 'tattoo', 'black', 'less', 'good']","['wasted', 'kicked', 'Trying', 'create', 'create']",False,[]
i like this experiance,1,negative,22,"['like', 'experiance']",[],['like'],False,[]
not helpful Google is better than chatgpt,1,negative,41,"['helpful', 'google', 'better', 'chatgpt']","['helpful', 'better']",[],False,[]
"Poor usability, to improve: - Allow for always hiding sidebar even on tablets - Consistent keyboard shortcut to submit chat message",1,negative,131,"['poor', 'usability', 'improve', 'allow', 'always', 'hiding', 'sidebar', 'even', 'tablets', 'consistent', 'keyboard', 'shortcut', 'submit', 'chat', 'message']","['Poor', 'Consistent']","['improve', 'Allow', 'hiding', 'shortcut', 'submit']",True,['request']
free image is very limited...keep little free more,1,negative,50,"['free', 'image', 'limited', 'keep', 'little', 'free']","['free', 'limited', 'free']",['keep'],False,['pricing']
"given enough time, this will age worse than unpasteurized milk in an abandoned supermarket",1,negative,90,"['given', 'enough', 'time', 'age', 'worse', 'unpasteurized', 'milk', 'abandoned', 'supermarket']","['enough', 'worse', 'unpasteurized']","['given', 'abandoned']",False,[]
this app has gotten progressively worse lately at understanding and reading the mood of the user,2,negative,96,"['app', 'gotten', 'progressively', 'worse', 'lately', 'understanding', 'reading', 'mood', 'user']",['worse'],"['gotten', 'reading']",False,[]
It loads for too long before generating an image,2,negative,48,"['loads', 'long', 'generating', 'image']",[],"['loads', 'generating']",False,[]
for daily limit photo generate,1,negative,30,"['daily', 'limit', 'photo', 'generate']",['daily'],[],False,[]
photo upload limit is very less,1,negative,31,"['photo', 'upload', 'limit', 'less']",[],[],False,[]
False news and overacting,1,negative,25,"['false', 'news', 'overacting']",['False'],['overacting'],False,['error']
okay it's better and good but after sometimes it asks for subscription 😔,2,negative,72,"['okay', 'better', 'good', 'sometimes', 'asks', 'subscription']","['better', 'good']",['asks'],False,['pricing']
Really gone downhill this past year. Used to be great but now regularly provides incorrect information and despite my challenging it and asking it to take care it continually guesses and rushes answers,2,negative,201,"['really', 'gone', 'downhill', 'past', 'year', 'used', 'great', 'regularly', 'provides', 'incorrect', 'information', 'despite', 'challenging', 'asking', 'take', 'care', 'continually', 'guesses', 'rushes', 'answers']","['past', 'great', 'incorrect']","['gone', 'Used', 'provides', 'challenging', 'asking', 'take', 'guesses', 'rushes']",False,['error']
annoying “negative-first” phring,1,negative,32,"['annoying', 'negative', 'first', 'phring']","['annoying', 'negative', 'first']",['phring'],False,['ux']
it won't let me use gore horrible gore or gore still horrible can there be an option to turn on gore,1,negative,100,"['let', 'use', 'gore', 'horrible', 'gore', 'gore', 'still', 'horrible', 'option', 'turn', 'gore']","['horrible', 'horrible']","['let', 'use', 'turn']",False,[]
to vast if I will say say in English then he will say in a Tamil if I will say in a Telugu then he will say in a Tamil only 😤😤,1,negative,126,"['vast', 'say', 'say', 'english', 'say', 'tamil', 'say', 'telugu', 'say', 'tamil']",['vast'],"['say', 'say', 'say', 'say', 'say']",False,[]
"IF YOU THINK THE CHATGPT UPDATES IS BETTER TO BE SENT TO GOOGLE PLAYSTORE THEN STOP SENDING THE UPDATES TO GETSAPP APS, OR ELSE A LOT OF CONFUSIONS WILL TAKE PLACE ON PHONE... today is 13 april 2026, somebody is still sending chatgpt updates to GetApps apps, i already told you many times if you think the updates should be sent ro google playstore then sent it there. i do not know what type of conflict going on between google playstore and GetApps",1,negative,450,"['think', 'chatgpt', 'updates', 'better', 'sent', 'google', 'playstore', 'stop', 'sending', 'updates', 'getsapp', 'aps', 'else', 'lot', 'confusions', 'take', 'place', 'phone', 'today', 'april', 'somebody', 'still', 'sending', 'chatgpt', 'updates', 'getapps', 'apps', 'already', 'told', 'many', 'times', 'think', 'updates', 'sent', 'ro', 'google', 'playstore', 'sent', 'know', 'type', 'conflict', 'going', 'google', 'playstore', 'getapps']","['BETTER', 'many']","['THINK', 'SENT', 'STOP', 'SENDING', 'TAKE', 'sending', 'told', 'think', 'sent', 'sent', 'know', 'going']",False,[]
i hate this app now because wrong answers if I ask something he give so much wrong answers,1,negative,90,"['hate', 'app', 'wrong', 'answers', 'ask', 'something', 'give', 'much', 'wrong', 'answers']","['wrong', 'much', 'wrong']","['hate', 'ask', 'give']",False,['error']
am a man with the age of 35 i want you to put my emage in desent not change my face but i should look handsome,1,negative,110,"['man', 'age', 'want', 'put', 'emage', 'desent', 'change', 'face', 'look', 'handsome']",['handsome'],"['want', 'put', 'change', 'look']",False,['request']
ChatGPT is a very helpful,1,negative,25,"['chatgpt', 'helpful']",['helpful'],[],False,[]
please don't use this West prodect and plz don't trust this,1,negative,59,"['please', 'use', 'west', 'prodect', 'plz', 'trust']",['West'],"['use', 'trust']",True,[]
"No voice response..., tried over and over. I am going back to GEMINI AI",1,negative,71,"['voice', 'response', 'tried', 'going', 'back', 'gemini', 'ai']",[],"['tried', 'going']",False,[]
"Gemini better than chatgpt,,,,,, I don’t like Chatgpt",1,negative,53,"['gemini', 'better', 'chatgpt', 'like', 'chatgpt']",[],['do'],False,[]
not Make videos and all,1,negative,23,"['make', 'videos']",[],['Make'],False,[]
Worst AI ever. messed everything up. doesn't listen to what you said. does something that you didn't ask for etc. basically this AI is just frustrating to comprehend. and the premium is too expensive and you have very limited chats.,1,negative,232,"['worst', 'ai', 'ever', 'messed', 'everything', 'listen', 'said', 'something', 'ask', 'etc', 'basically', 'ai', 'frustrating', 'comprehend', 'premium', 'expensive', 'limited', 'chats']","['Worst', 'frustrating', 'expensive', 'limited']","['messed', 'listen', 'said', 'does', 'ask', 'comprehend', 'have']",False,['ux']
This app is not more working on my mobile phone anymore and I have updated it time without number but still not avail . so what should I do to make it work again,1,negative,161,"['app', 'working', 'mobile', 'phone', 'anymore', 'updated', 'time', 'without', 'number', 'still', 'avail', 'make', 'work']",['mobile'],"['working', 'updated', 'avail', 'do', 'make', 'work']",False,[]
Very bad actually while I was making a story with destruction psychics chatgpt wouldn't generate my fight scenes,1,negative,112,"['bad', 'actually', 'making', 'story', 'destruction', 'psychics', 'chatgpt', 'generate', 'fight', 'scenes']",['bad'],"['making', 'generate']",False,[]
giving correct answer,1,negative,21,"['giving', 'correct', 'answer']",['correct'],['giving'],False,[]
"There is a major bug with version verification. Even though I am using the official version downloaded and updated directly from the Play Store, the app constantly prompts me to update and claims I am using an 'unofficial' version. This seems to be a Play Integrity or signing issue. Please fix!""",1,negative,296,"['major', 'bug', 'version', 'verification', 'even', 'though', 'using', 'official', 'version', 'downloaded', 'updated', 'directly', 'play', 'store', 'app', 'constantly', 'prompts', 'update', 'claims', 'using', 'unofficial', 'version', 'seems', 'play', 'integrity', 'signing', 'issue', 'please', 'fix']","['major', 'official', 'unofficial']","['is', 'using', 'downloaded', 'updated', 'prompts', 'update', 'using', 'seems', 'signing', 'fix']",True,"['request', 'bug']"
While uploading image using camera it take bit longer time of clicking,1,negative,70,"['uploading', 'image', 'using', 'camera', 'take', 'bit', 'longer', 'time', 'clicking']",['longer'],"['uploading', 'using', 'take', 'clicking']",False,[]
why would AI need to update . its not in my phone its everywhere. so why. strange dont you think,2,negative,96,"['would', 'ai', 'need', 'update', 'phone', 'everywhere', 'strange', 'dont', 'think']",['strange'],"['need', 'update', 'think']",True,['request']
It is so slow. no matter where I am or what's happening sometimes it is just so slow it's not even worth it,2,negative,107,"['slow', 'matter', 'happening', 'sometimes', 'slow', 'even', 'worth']","['slow', 'slow', 'worth']",['happening'],False,['ux']
garbage app does nothing for you makes you do all the work so what's the point of this app 🤣😂 useless! don't bother with it ❌,1,negative,125,"['garbage', 'app', 'nothing', 'makes', 'work', 'point', 'app', 'useless', 'bother']",['useless'],"['does', 'makes', 'do', 'bother']",False,[]
"I had a very disappointing experience with this app. I asked for help verifying a vehicle VIN number, and the assistant gave incorrect information about the manufacturing year. Because of this wrong guidance, I misunderstood the situation and reacted strongly with the car dealer, which affected my image and relationship. I even escalated the issue unnecessarily by filing a complaint. Later, it turned out that the VIN was misread by the assistant, and the dealer was actually correct. This cause",1,negative,498,"['disappointing', 'experience', 'app', 'asked', 'help', 'verifying', 'vehicle', 'vin', 'number', 'assistant', 'gave', 'incorrect', 'information', 'manufacturing', 'year', 'wrong', 'guidance', 'misunderstood', 'situation', 'reacted', 'strongly', 'car', 'dealer', 'affected', 'image', 'relationship', 'even', 'escalated', 'issue', 'unnecessarily', 'filing', 'complaint', 'later', 'turned', 'vin', 'misread', 'assistant', 'dealer', 'actually', 'correct', 'cause']","['disappointing', 'incorrect', 'wrong', 'correct']","['had', 'asked', 'verifying', 'gave', 'misunderstood', 'reacted', 'affected', 'escalated', 'filing', 'turned', 'misread']",False,['error']
it's good but why isn't it have enough. limits to talk and sharing 😮‍💨,2,negative,70,"['good', 'enough', 'limits', 'talk', 'sharing']","['good', 'enough']","['have', 'talk', 'sharing']",False,[]
very bad result of this app please make it perfect,1,negative,50,"['bad', 'result', 'app', 'please', 'make', 'perfect']",['bad'],"['make', 'perfect']",True,[]
it doesn't understand about what we talk.,1,negative,41,"['understand', 'talk']",[],"['understand', 'talk']",False,[]
worst in song converstion po,1,negative,28,"['worst', 'song', 'converstion', 'po']",[],[],False,[]
don't install the app 😡😡🙏🙏,1,negative,26,"['install', 'app']",[],"['install', '🙏']",False,[]
such a bad app wasting animal life's and water think humans do smth,1,negative,67,"['bad', 'app', 'wasting', 'animal', 'life', 'water', 'think', 'humans', 'smth']",['bad'],"['wasting', 'think', 'do']",False,[]
it's bad for the environment and bad for your brain! a scam from the upper class.,1,negative,81,"['bad', 'environment', 'bad', 'brain', 'scam', 'upper', 'class']","['bad', 'bad', 'upper']",[],False,[]
Your care for this app and the people who use it is slipping. You used to be the most highly rated app out there. And through your AI it reflected how you cared about the product. It doesn't do that anymore. It don't matter if people paid or not we are all saying the samething. ChatGPT changed and not for the better. We want to stand behind this product but you all behind the scenes are making that awfully difficult,2,negative,419,"['care', 'app', 'people', 'use', 'slipping', 'used', 'highly', 'rated', 'app', 'ai', 'reflected', 'cared', 'product', 'anymore', 'matter', 'people', 'paid', 'saying', 'samething', 'chatgpt', 'changed', 'better', 'want', 'stand', 'behind', 'product', 'behind', 'scenes', 'making', 'awfully', 'difficult']","['better', 'difficult']","['use', 'slipping', 'used', 'rated', 'reflected', 'cared', 'do', 'matter', 'paid', 'saying', 'changed', 'want', 'stand', 'making']",False,['request']
the worst ai I ever used it didn't even want to agree that something it made mistakes but it behave like stubborn what it said is said no recheck,1,negative,145,"['worst', 'ai', 'ever', 'used', 'even', 'want', 'agree', 'something', 'made', 'mistakes', 'behave', 'like', 'stubborn', 'said', 'said', 'recheck']","['worst', 'stubborn']","['used', 'want', 'agree', 'made', 'behave', 'said', 'said']",False,['request']
"The new update is so disappointing, i cannot do stories anymore, and my chat with all the memories i had were gone, due to my limit is already reached, the old one is more better, without limitations, and before my limit was reached, it always tell me to wait, which is boring, and when im creating a new chat, it cant remember what story i created before, pls change it, it helped my delulus so much, pls make previous chat usable now, i dont want the story i created ended. And the plus thingy,pls",2,negative,499,"['new', 'update', 'disappointing', 'cannot', 'stories', 'anymore', 'chat', 'memories', 'gone', 'due', 'limit', 'already', 'reached', 'old', 'one', 'better', 'without', 'limitations', 'limit', 'reached', 'always', 'tell', 'wait', 'boring', 'im', 'creating', 'new', 'chat', 'cant', 'remember', 'story', 'created', 'pls', 'change', 'helped', 'delulus', 'much', 'pls', 'make', 'previous', 'chat', 'usable', 'dont', 'want', 'story', 'created', 'ended', 'plus', 'thingy', 'pls']","['new', 'disappointing', 'old', 'better', 'boring', 'new', 'delulus', 'previous', 'usable', 'plus']","['do', 'had', 'gone', 'reached', 'reached', 'tell', 'wait', 'creating', 'remember', 'created', 'change', 'helped', 'make', 'want', 'created', 'ended']",True,['request']
weast app... wrong answers,1,negative,26,"['weast', 'app', 'wrong', 'answers']",['wrong'],[],False,['error']
🤢🤮Needs a lot of modifications,1,negative,30,"['needs', 'lot', 'modifications']",[],['Needs'],False,[]
not say right things sometime,2,negative,29,"['say', 'right', 'things', 'sometime']",['right'],['say'],False,[]
"This was a very simple question. Just asking about an actor in two known movies. Anyone can answer it in seconds with basic knowledge or a quick search. There was no confusion at all. Still, the AI gave wrong answers again and again. It kept changing names and acting confident. My experience was frustrating. Instead of helping, it wasted time and made things confusing. In the end, I had to check myself, which defeats the whole purpose of using it. 🙄🙄most stupid Ai ever used😮‍💨",1,negative,481,"['simple', 'question', 'asking', 'actor', 'two', 'known', 'movies', 'anyone', 'answer', 'seconds', 'basic', 'knowledge', 'quick', 'search', 'confusion', 'still', 'ai', 'gave', 'wrong', 'answers', 'kept', 'changing', 'names', 'acting', 'confident', 'experience', 'frustrating', 'instead', 'helping', 'wasted', 'time', 'made', 'things', 'confusing', 'end', 'check', 'defeats', 'whole', 'purpose', 'using', 'stupid', 'ai', 'ever', 'used']","['simple', 'basic', 'quick', 'wrong', 'confident', 'frustrating', 'confusing', 'whole', 'stupid']","['asking', 'known', 'answer', 'was', 'gave', 'kept', 'changing', 'acting', 'helping', 'wasted', 'made', 'had', 'check', 'defeats', 'using', 'used']",False,"['error', 'ux']"
Not good doesn't give exact answer that's a long process to understand the chatgpt or changing code,1,negative,99,"['good', 'give', 'exact', 'answer', 'long', 'process', 'understand', 'chatgpt', 'changing', 'code']","['good', 'exact', 'long']","['give', 'understand', 'changing']",False,[]
Censored spyware rubbish,1,negative,24,"['censored', 'spyware', 'rubbish']",['Censored'],[],False,[]
"Worst not fast very slowly, hanging",1,negative,35,"['worst', 'fast', 'slowly', 'hanging']",['Worst'],"['fast', 'hanging']",False,[]
not performing as aspected,1,negative,26,"['performing', 'aspected']",[],"['performing', 'aspected']",False,[]
not easy and clear function. so,1,negative,31,"['easy', 'clear', 'function']","['easy', 'clear']",[],False,[]
"responses were often just wrong, images were okay but nothing amazing, don't understand the hype.",1,negative,97,"['responses', 'often', 'wrong', 'images', 'okay', 'nothing', 'amazing', 'understand', 'hype']","['wrong', 'okay', 'amazing']",['understand'],False,['error']
some conversation is suddenly missing and the response often jumps.,2,negative,67,"['conversation', 'suddenly', 'missing', 'response', 'often', 'jumps']",[],"['missing', 'jumps']",False,[]
"very low performance, every time get a subscription",2,negative,51,"['low', 'performance', 'every', 'time', 'get', 'subscription']",['low'],['get'],False,['pricing']
this is great study material for education purpose,2,negative,50,"['great', 'study', 'material', 'education', 'purpose']",['great'],[],False,[]
worst app ever takes time to work ask more and more upgrades and after upgrades it still ask incorrect and incomplete work is given,1,negative,131,"['worst', 'app', 'ever', 'takes', 'time', 'work', 'ask', 'upgrades', 'upgrades', 'still', 'ask', 'incorrect', 'incomplete', 'work', 'given']","['worst', 'more', 'more', 'incorrect', 'incomplete']","['takes', 'work', 'ask', 'ask', 'given']",False,['error']
When I speak in Hindi . it types it out in Urdu which is incorrect,1,negative,66,"['speak', 'hindi', 'types', 'urdu', 'incorrect']",['incorrect'],"['speak', 'types']",False,['error']
"Chat gpt is trained in a completely wrong way where it only shows the semantics of what the user says and gives very little other information. And it also secretly accesses the user's camera, so I am going to uninstall it.",1,negative,222,"['chat', 'gpt', 'trained', 'completely', 'wrong', 'way', 'shows', 'semantics', 'user', 'says', 'gives', 'little', 'information', 'also', 'secretly', 'accesses', 'user', 'camera', 'going', 'uninstall']","['wrong', 'little', 'other']","['trained', 'shows', 'says', 'gives', 'accesses', 'going', 'uninstall']",False,['error']
The worst Gemini app has become better and more efficient than it.,1,negative,66,"['worst', 'gemini', 'app', 'become', 'better', 'efficient']","['worst', 'better', 'efficient']",['become'],False,[]
"keeps changing language even though set to English, will work for bit, return to it and bk to another language. yet setting will say language is set to English. chat gpt admits its has issues",1,negative,191,"['keeps', 'changing', 'language', 'even', 'though', 'set', 'english', 'work', 'bit', 'return', 'bk', 'another', 'language', 'yet', 'setting', 'say', 'language', 'set', 'english', 'chat', 'gpt', 'admits', 'issues']",['has'],"['keeps', 'changing', 'set', 'work', 'return', 'bk', 'setting', 'say', 'set', 'admits']",False,[]
Yo You need to fix the AI the way it talks to you. it talk like it had no show in it. the dialogue too little. make it fix. you need to fix this,1,negative,144,"['yo', 'need', 'fix', 'ai', 'way', 'talks', 'talk', 'like', 'show', 'dialogue', 'little', 'make', 'fix', 'need', 'fix']",['little'],"['need', 'fix', 'talks', 'talk', 'had', 'make', 'fix', 'need', 'fix']",True,"['request', 'bug']"
"“When users ask unclear questions, the AI should ask clarifying questions before answering. Sometimes wrong answers reduce user trust.”",1,negative,135,"['users', 'ask', 'unclear', 'questions', 'ai', 'ask', 'clarifying', 'questions', 'answering', 'sometimes', 'wrong', 'answers', 'reduce', 'user', 'trust']","['unclear', 'wrong']","['ask', 'ask', 'clarifying', 'answering', 'reduce']",False,['error']
